time,STREAMOUTLET
1.000000000000,27236.86421280651
2.000000000000,23196.69145135535
3.000000000000,21641.26917255080
4.000000000000,20890.91761969005
5.000000000000,20469.72038754735
6.000000000000,20196.84197411661
7.000000000000,20001.91943356852
8.000000000000,19851.55678394005
9.000000000000,19728.63249653037
10.00000000000,19623.66333940759
11.00000000000,19531.05427991376
12.00000000000,19447.54860766216
13.00000000000,19370.82922582053
14.00000000000,19299.48642012727
15.00000000000,19232.54830799422
16.00000000000,19169.32533482619
17.00000000000,19109.29819597601
18.00000000000,19051.97211695947
19.00000000000,18997.07592487732
20.00000000000,18944.20018364433
21.00000000000,18893.17355327329
22.00000000000,18843.85161904623
23.00000000000,18796.08949032451
24.00000000000,18749.71383745867
25.00000000000,18704.60632212413
26.00000000000,18660.64770983606
27.00000000000,18617.67777501756
28.00000000000,18575.53775135406
29.00000000000,18534.08291116871
30.00000000000,18493.26460012139
31.00000000000,18453.10047719950
32.00000000000,18413.62247079764
33.00000000000,18374.79964683948
34.00000000000,18336.68595261972
35.00000000000,18299.21904212658
36.00000000000,18262.42340926628
37.00000000000,18226.24313674855
38.00000000000,18190.56787733718
39.00000000000,18155.43282634764
40.00000000000,18120.86055922924
41.00000000000,18086.79543514242
42.00000000000,18053.12070265290
43.00000000000,18019.90815596312
44.00000000000,17987.11752896881
45.00000000000,17954.78793915547
46.00000000000,17922.86994340159
47.00000000000,17891.25208906279
48.00000000000,17860.00357863308
49.00000000000,17829.11893957075
50.00000000000,17798.54849825925
51.00000000000,17768.35040131117
52.00000000000,17738.49457516705
53.00000000000,17708.96164408445
54.00000000000,17679.86255149973
55.00000000000,17651.05207065744
56.00000000000,17622.53684969940
57.00000000000,17594.30581731016
58.00000000000,17566.31726986577
59.00000000000,17538.60396902009
60.00000000000,17511.13592526240
61.00000000000,17483.92045735235
62.00000000000,17456.93267859533
63.00000000000,17430.14459095538
64.00000000000,17403.57363192873
65.00000000000,17377.21932167499
66.00000000000,17351.08664047895
67.00000000000,17325.17159297343
68.00000000000,17299.47256894605
69.00000000000,17273.97100231915
70.00000000000,17248.67032175134
71.00000000000,17223.56642653769
72.00000000000,17198.63790139547
73.00000000000,17173.91709993812
74.00000000000,17149.39574031145
75.00000000000,17125.04272637696
76.00000000000,17100.85959311172
77.00000000000,17079.66646261665
78.00000000000,17055.81903384567
79.00000000000,17032.15093873975
80.00000000000,17008.65012792161
81.00000000000,16985.32393201565
82.00000000000,16962.14624063700
83.00000000000,16939.14095957886
84.00000000000,16916.29654942749
85.00000000000,16893.59020448399
86.00000000000,16871.04002836647
87.00000000000,16848.64133360488
88.00000000000,16826.38438147348
89.00000000000,16804.55044344590
90.00000000000,16783.61972060730
91.00000000000,16763.76799332780
92.00000000000,16744.94136707468
93.00000000000,16730.97840836995
94.00000000000,16722.23947319351
95.00000000000,16711.44045833961
96.00000000000,16699.02011797770
97.00000000000,16685.38696985998
98.00000000000,16672.41722389396
99.00000000000,16658.94040229112
100.0000000000,16645.33084932053
101.0000000000,16631.12581277027
102.0000000000,16618.09712040778
103.0000000000,16605.03177685673
104.0000000000,16593.45391626978
105.0000000000,16583.20492219548
106.0000000000,16572.41800562379
107.0000000000,16560.21148193156
108.0000000000,16546.73821504926
109.0000000000,16532.50831135942
110.0000000000,16517.40720888869
111.0000000000,16502.33450167175
112.0000000000,16486.97945699924
113.0000000000,16471.88332515503
114.0000000000,16458.39895194241
115.0000000000,16446.71536749625
116.0000000000,16434.51242332914
117.0000000000,16423.00303862370
118.0000000000,16410.22773252151
119.0000000000,16396.83302900520
120.0000000000,16382.31489230217
121.0000000000,16367.23185460154
122.0000000000,16351.57808096752
123.0000000000,16335.52368400735
124.0000000000,16319.38632523939
125.0000000000,16303.03454026182
126.0000000000,16286.46779131928
127.0000000000,16269.69837868742
128.0000000000,16252.79272283546
129.0000000000,16235.82275469325
130.0000000000,16218.83135608186
131.0000000000,16201.82515331927
132.0000000000,16184.83938505748
133.0000000000,16167.89825180685
134.0000000000,16150.99542275604
135.0000000000,16134.16572150840
136.0000000000,16117.40952017631
137.0000000000,16100.72359549879
138.0000000000,16084.09508057517
139.0000000000,16067.52035275171
140.0000000000,16051.00496590415
141.0000000000,16034.55178710413
142.0000000000,16018.16246172495
143.0000000000,16001.84091566866
144.0000000000,15985.62933659763
145.0000000000,15969.49136955662
146.0000000000,15953.42263176585
147.0000000000,15937.42445008206
148.0000000000,15921.53071996324
149.0000000000,15905.70951820686
150.0000000000,15889.95634686029
151.0000000000,15876.34726737068
152.0000000000,15861.26672261849
153.0000000000,15851.56731019281
154.0000000000,15842.48176264668
155.0000000000,15863.09635008869
156.0000000000,16247.96059910047
157.0000000000,17021.51681056349
158.0000000000,18348.38018037705
159.0000000000,26409.12344275865
160.0000000000,29129.09408889676
161.0000000000,26279.88111432687
162.0000000000,142886.3714614179
163.0000000000,158305.3623738110
164.0000000000,130350.2494980929
165.0000000000,117428.7754756469
166.0000000000,104831.3369163170
167.0000000000,120994.5646747377
168.0000000000,95426.50730088034
169.0000000000,100160.1286449938
170.0000000000,82409.89681848326
171.0000000000,147192.7527931310
172.0000000000,133455.2715062805
173.0000000000,147662.1199696012
174.0000000000,113788.7492232712
175.0000000000,93161.66817596802
176.0000000000,78688.87684388280
177.0000000000,64280.42314125146
178.0000000000,63608.58298953465
179.0000000000,126234.8829195115
180.0000000000,321622.9890187667
181.0000000000,280587.1497992600
182.0000000000,191918.6215491125
183.0000000000,149973.5455312325
184.0000000000,118182.3791777197
185.0000000000,74544.72451329137
186.0000000000,86119.51971422663
187.0000000000,148420.6730888468
188.0000000000,125698.1070522736
189.0000000000,82703.12889511141
190.0000000000,81436.02011477317
191.0000000000,76703.48270953263
192.0000000000,64623.32020229593
193.0000000000,197605.7788653847
194.0000000000,169777.1959466394
195.0000000000,136503.1810708853
196.0000000000,136513.7713156650
197.0000000000,111336.2713134025
198.0000000000,85148.50833845926
199.0000000000,83008.62459889535
200.0000000000,254661.1036233838
201.0000000000,234878.3259515705
202.0000000000,191974.9692096914
203.0000000000,139701.9616713374
204.0000000000,106339.9956191041
205.0000000000,98670.64832140063
206.0000000000,83737.85659699934
207.0000000000,93729.94967019689
208.0000000000,110460.6928500518
209.0000000000,118215.1672500001
210.0000000000,100720.3613576197
211.0000000000,89667.31815669524
212.0000000000,86039.97561429974
213.0000000000,81302.40032162332
214.0000000000,80115.90301111345
215.0000000000,85037.24969033437
216.0000000000,130437.3954572725
217.0000000000,113770.8458293436
218.0000000000,116901.4202180388
219.0000000000,97675.36865983548
220.0000000000,85004.77287473711
221.0000000000,86114.42811822037
222.0000000000,100708.3836672063
223.0000000000,107155.0698673739
224.0000000000,87621.36749686513
225.0000000000,82341.40863915900
226.0000000000,78722.02285507669
227.0000000000,76569.73050934949
228.0000000000,82283.59908226809
229.0000000000,86847.40646113361
230.0000000000,144589.3458269657
231.0000000000,127259.0215292637
232.0000000000,119760.0410164367
233.0000000000,106599.9154192843
234.0000000000,90436.09635763714
235.0000000000,81894.18657429276
236.0000000000,88798.26328477182
237.0000000000,102594.2110933198
238.0000000000,104662.5525680191
239.0000000000,91346.66830604032
240.0000000000,98281.46692442676
241.0000000000,89211.07727541353
242.0000000000,78060.49601295152
243.0000000000,68506.18157605221
244.0000000000,62751.65920376282
245.0000000000,57388.34277144006
246.0000000000,50911.52440068948
247.0000000000,46824.88271409913
248.0000000000,52812.24456922782
249.0000000000,57723.69715445754
250.0000000000,58145.46248678220
251.0000000000,105886.3476917042
252.0000000000,108809.7441317235
253.0000000000,92078.28446301025
254.0000000000,84817.99323027323
255.0000000000,79707.39946410006
256.0000000000,69014.41196469119
257.0000000000,61005.56388949004
258.0000000000,49575.25764204831
259.0000000000,40127.60900111093
260.0000000000,40709.39540745193
261.0000000000,39280.26143759993
262.0000000000,36417.77356253930
263.0000000000,34134.73372103125
264.0000000000,32250.00831193889
265.0000000000,30639.97781111673
266.0000000000,29439.25502449093
267.0000000000,28550.56782682916
268.0000000000,27843.29274842063
269.0000000000,27149.39022248486
270.0000000000,26562.45643047032
271.0000000000,26078.08984814393
272.0000000000,25699.82044935604
273.0000000000,25407.95129021865
274.0000000000,25176.92412486381
275.0000000000,24990.78558500250
276.0000000000,24834.40742291351
277.0000000000,24702.90856490041
278.0000000000,24587.23324536499
279.0000000000,24488.96091252140
280.0000000000,24399.34724404287
281.0000000000,24316.93127530105
282.0000000000,24242.12116198899
283.0000000000,24174.57979370414
284.0000000000,24114.45660445851
285.0000000000,24056.94110753754
286.0000000000,24003.69288946295
287.0000000000,23961.21212473916
288.0000000000,23916.02054329005
289.0000000000,23872.49607346734
290.0000000000,23831.07701386342
291.0000000000,23791.02637140800
292.0000000000,23753.75041501213
293.0000000000,23721.29743485644
294.0000000000,23691.88007427808
295.0000000000,23666.00740585461
296.0000000000,23636.75607138902
297.0000000000,23605.39847251979
298.0000000000,23571.51142397111
299.0000000000,23536.35408693449
300.0000000000,23498.76359444654
301.0000000000,23460.13123043508
302.0000000000,23421.26986520927
303.0000000000,23379.02931508078
304.0000000000,23333.17658492250
305.0000000000,23283.88427400662
306.0000000000,23232.29214668582
307.0000000000,23179.73146389272
308.0000000000,23093.65134634910
309.0000000000,23043.64237918732
310.0000000000,22986.18076360325
311.0000000000,22926.05286838865
312.0000000000,22864.85776761599
313.0000000000,22800.54732389197
314.0000000000,22735.03129065584
315.0000000000,22669.38438131295
316.0000000000,22604.35624219078
317.0000000000,22540.09586140001
318.0000000000,22476.63399888718
319.0000000000,22413.64301792137
320.0000000000,22351.30136819165
321.0000000000,22289.70920568868
322.0000000000,22228.82741847116
323.0000000000,22169.03123582136
324.0000000000,22110.05867884256
325.0000000000,22051.86763052880
326.0000000000,21994.38421068118
327.0000000000,21937.65467820005
328.0000000000,21881.58925935662
329.0000000000,21826.13635495618
330.0000000000,21771.23666422368
331.0000000000,21716.97655891865
332.0000000000,21663.39847898083
333.0000000000,21610.48742753504
334.0000000000,21558.22233773784
335.0000000000,21506.54376102376
336.0000000000,21455.47778573254
337.0000000000,21404.96548688878
338.0000000000,21354.98242523367
339.0000000000,21305.54194330530
340.0000000000,21256.68525940430
341.0000000000,21208.35135088955
342.0000000000,21160.51977345352
343.0000000000,21113.20147172762
344.0000000000,21066.35232327694
345.0000000000,21020.00294384119
346.0000000000,20974.14708769172
347.0000000000,20928.75436963089
348.0000000000,20883.84375221462
349.0000000000,20839.39372905613
350.0000000000,20795.38652584221
351.0000000000,20751.76772265168
352.0000000000,20708.54073307088
353.0000000000,20665.78658788312
354.0000000000,20623.47311147284
355.0000000000,20581.57296032743
356.0000000000,20540.11443424916
357.0000000000,20499.04338957270
358.0000000000,20458.42345540265
359.0000000000,20418.18368681482
360.0000000000,20378.34435740462
361.0000000000,20338.88761053138
362.0000000000,20299.79867558021
363.0000000000,20261.04931059569
364.0000000000,20222.66091190456
365.0000000000,20184.64647443932
366.0000000000,20147.47024172462
367.0000000000,20110.89325182627
368.0000000000,20074.62496755341
369.0000000000,20038.69050966448
370.0000000000,20003.06222229734
371.0000000000,19967.70151473001
372.0000000000,19932.64520197376
373.0000000000,19897.91490099765
374.0000000000,19863.48763435923
375.0000000000,19829.37493150384
376.0000000000,19795.55053864819
377.0000000000,19761.99965043969
378.0000000000,19728.68453661083
379.0000000000,19695.62817040444
380.0000000000,19662.80714079148
381.0000000000,19630.24516351252
382.0000000000,19597.92706594319
383.0000000000,19565.81514534874
384.0000000000,19533.93144246044
385.0000000000,19502.24061122740
386.0000000000,19470.76171168205
387.0000000000,19439.50761466561
388.0000000000,19408.47630954262
389.0000000000,19377.66292163988
390.0000000000,19347.05284127825
391.0000000000,19316.64590859277
392.0000000000,19286.45920456967
393.0000000000,19256.47458643825
394.0000000000,19226.69994631467
395.0000000000,19197.10141185833
396.0000000000,19167.67280302242
397.0000000000,19138.42212613817
398.0000000000,19109.35281039631
399.0000000000,19080.47375817692
